iter	PRAUC:type=Classic	Logloss
299	0.9111389093	0.005399565235
300	0.9111964256	0.005396724391
301	0.9113166019	0.005388942245
302	0.9115662896	0.005377428171
303	0.9116707858	0.005373502168
304	0.9118842853	0.005363848923
305	0.9119541268	0.005361771181
306	0.912269327	0.005350108812
307	0.9124812683	0.005342160225
308	0.9125369903	0.005339553802
309	0.9125904195	0.005337182604
310	0.9126753436	0.005332048338
311	0.9129186848	0.005320271121
312	0.9130056367	0.005316573572
313	0.9130922398	0.005312151965
314	0.9131427694	0.005309898401
315	0.9132023245	0.005307536264
316	0.9134147577	0.005300655273
317	0.9134704559	0.005297941076
318	0.9135499139	0.005294628888
319	0.9136571307	0.005289345714
320	0.9137201923	0.005285864372
321	0.9138271321	0.005281618717
322	0.9139444156	0.005276761309
323	0.9141381218	0.005269463973
324	0.9143593838	0.005259639242
325	0.9144823302	0.00525470019
326	0.9145365175	0.005252928843
327	0.9145807766	0.005250568901
328	0.9146558955	0.005247962361
329	0.9147170172	0.005245737791
330	0.9147529871	0.00524376234
331	0.9148044897	0.005241120949
332	0.9150076994	0.005232310604
333	0.9150377304	0.005230676298
334	0.915102693	0.005226952198
335	0.9151751993	0.00522480135
336	0.9152776239	0.005219618124
337	0.9153340132	0.005216801441
338	0.9153661264	0.005214819333
339	0.915422673	0.00521216671
340	0.9154968322	0.005209091402
341	0.915528973	0.005207600721
342	0.9157507127	0.005198546845
343	0.9158989535	0.005192942785
344	0.9160294153	0.005187397608
345	0.9161307006	0.005181122331
346	0.9162377611	0.005177104972
347	0.9163075874	0.00517461307
348	0.9163994817	0.005170273549
349	0.9165027214	0.005165735783
350	0.9166182652	0.005161264809
351	0.9168072325	0.005154988005
352	0.9169152405	0.005150973053
353	0.9169770223	0.005148635493
354	0.9170338058	0.005145952655
355	0.9170723822	0.005143769885
356	0.9172688919	0.005135857998
357	0.9174441937	0.005128314081
358	0.9174726001	0.005126680012
359	0.9176569594	0.005119523299
360	0.9177096621	0.005117117827
361	0.9177488258	0.005115264439
362	0.9178093243	0.005112966405
363	0.9178330856	0.005111602359
364	0.9179929363	0.005105418777
365	0.9180619588	0.005102209722
366	0.9182170794	0.00509685105
367	0.9182358844	0.005095617823
368	0.9182678795	0.005093898056
369	0.9183260188	0.005091750482
370	0.9183821603	0.005088998248
371	0.9184195447	0.00508689718
372	0.9185528476	0.005080305906
373	0.91858875	0.00507836284
374	0.918642453	0.005076172698
375	0.9186654176	0.005074759151
376	0.9188195192	0.005068709081
377	0.9188817726	0.005065738482
378	0.9189604922	0.005062554033
379	0.9190133632	0.005059435873
380	0.9190464287	0.005057683903
381	0.9190598337	0.00505648134
382	0.9191304624	0.005054102204
383	0.9191847792	0.005052036959
384	0.9192046175	0.005050698979
385	0.91925663	0.005048038856
386	0.9192799091	0.005046484713
387	0.9193469146	0.005043936929
388	0.9193584416	0.005042953423
389	0.9194525633	0.005038827463
390	0.919526557	0.00503596938
391	0.9195758973	0.005033226976
392	0.919631891	0.00502988986
393	0.9197299518	0.005026434026
394	0.9197815798	0.005024433372
395	0.919874174	0.005021292234
396	0.9199958998	0.005017035574
397	0.9200136569	0.005015701991
398	0.9200641951	0.00501388715
399	0.9201185902	0.005011019374
400	0.9202272519	0.00500328715
401	0.9202907684	0.005001206322
402	0.9203360539	0.004999216525
403	0.9204454366	0.004994113762
404	0.9206695224	0.004987177091
405	0.9207507482	0.004985025786
406	0.920781285	0.004983973557
407	0.920837298	0.004981355241
408	0.9208987558	0.004978333899
409	0.9209190731	0.004977084377
410	0.9209607533	0.004975256021
411	0.9210015131	0.00497332003
412	0.9211605128	0.00496874108
413	0.9211921347	0.004967520477
414	0.921202102	0.004966623732
415	0.9212389181	0.004965144427
416	0.9212628288	0.004963576087
417	0.9214058105	0.004959420616
418	0.9214381174	0.004958468637
419	0.921473137	0.004956704506
420	0.9214845433	0.004955537434
421	0.9216322485	0.004946844989
422	0.9217132169	0.004944084163
423	0.9217831638	0.004941727256
424	0.9220344408	0.004929264539
425	0.9222385482	0.004918824616
426	0.9224226552	0.004911436259
427	0.9226112524	0.004902127609
428	0.9226558758	0.004899472579
429	0.9228622755	0.004889097652
430	0.9229065704	0.004886285175
431	0.9230024667	0.004881857546
432	0.9230677162	0.004878412565
433	0.9232180767	0.004872234001
434	0.9232406147	0.004871028585
435	0.9233919157	0.004864900809
436	0.923439682	0.004863182007
437	0.9235820331	0.004858477877
438	0.9237121491	0.00485295688
439	0.9237278937	0.004851840412
440	0.923745404	0.004850492596
441	0.9238902137	0.004842423486
442	0.9238991824	0.004841613454
443	0.9240108714	0.00483695264
444	0.924071222	0.004834304689
445	0.9241743556	0.004829795723
446	0.9242181468	0.004827518908
447	0.9243486668	0.004822420493
448	0.9243656604	0.004821410226
449	0.9244538591	0.004817589978
450	0.9244672858	0.004816556795
451	0.9245675763	0.004812691776
452	0.9246559248	0.004809481582
453	0.9246996878	0.004807191265
454	0.9247001699	0.004806721857
455	0.9247841561	0.004803235508
456	0.9247879382	0.004802517221
457	0.9248282112	0.004800491085
458	0.9251003537	0.004783880844
459	0.9251142576	0.004782685487
460	0.9252373351	0.00477800609
461	0.9253392633	0.004773906683
462	0.925490625	0.004767000708
463	0.9255692302	0.004763848265
464	0.9256889141	0.004759578703
465	0.9257343252	0.004757351832
466	0.9257953519	0.004754544071
467	0.9259791927	0.004748216808
468	0.9260677149	0.004744216812
469	0.9261026523	0.004742113378
470	0.9261716265	0.004739230228
471	0.9261973541	0.004737602061
472	0.9262029747	0.004736951144
473	0.9263293704	0.004732084628
474	0.9264836459	0.004726283681
475	0.9267563749	0.004711948255
476	0.9268546379	0.004707427991
477	0.9272501912	0.004692481329
478	0.9275713773	0.004680144227
479	0.9276653044	0.004676176948
480	0.927907116	0.004666671451
481	0.9279365698	0.004665415266
482	0.9280622906	0.004660678342
483	0.9282681772	0.004651877183
484	0.9282977464	0.004650293852
485	0.9284587495	0.004643454332
486	0.9285208932	0.004640759908
487	0.9286354848	0.004636476579
488	0.92879696	0.004629466512
489	0.9288097949	0.004628735485
490	0.9288882877	0.004625725835
491	0.9289884369	0.004620801612
492	0.9290407575	0.004618500703
493	0.9290606979	0.004617375283
494	0.9291817607	0.004612319767
495	0.9292316415	0.004609814598
496	0.9292676998	0.004607809528
497	0.9293064265	0.004606152613
498	0.9293999053	0.004601653983
499	0.9294117205	0.004601092898
500	0.9294172293	0.004600424064
501	0.9294878558	0.004597477788
502	0.9295249018	0.004595787274
503	0.9295611405	0.004594009176
504	0.9295747583	0.004593232332
505	0.929603479	0.004592098657
506	0.9296144228	0.004591324087
507	0.9297590828	0.004582521538
508	0.9298007082	0.00458055769
509	0.9298313624	0.00457973641
510	0.929862298	0.004577961528
511	0.9298946942	0.004576056696
512	0.9300223409	0.004568220474
513	0.9301238308	0.004564139565
514	0.9301613061	0.004562731323
515	0.9302065238	0.0045607727
516	0.9302610916	0.004558521573
517	0.9303473585	0.004554702287
518	0.9303799253	0.004553241188
519	0.9304975649	0.004546210753
520	0.9305054339	0.00454536884
521	0.9305346809	0.004544123543
522	0.9306190975	0.004540205619
523	0.930636762	0.004539249975
524	0.9307339305	0.004535484012
525	0.9307575441	0.004534273455
526	0.9307944382	0.004532803877
527	0.930898008	0.004527814746
528	0.9310116385	0.00452146591
529	0.9310552846	0.004519671019
530	0.9310925221	0.004518113003
531	0.9311219829	0.004516880359
532	0.9311493033	0.00451529781
533	0.9311979277	0.00451320382
534	0.9313040001	0.004507487859
535	0.9313447545	0.004505642904
536	0.9313560041	0.004504816739
537	0.9313718836	0.004503862014
538	0.9314283257	0.004501306128
539	0.9314511035	0.004500236119
540	0.9316552083	0.004490752649
541	0.9317123804	0.004488289424
542	0.9317315806	0.004487407755
543	0.9317715403	0.004485485158
544	0.9318573135	0.004481952904
545	0.9318976	0.004480617543
546	0.9319886292	0.004475505024
547	0.932037878	0.004473625631
548	0.9320556227	0.004472787609
549	0.9320896816	0.004471186913
550	0.9321268062	0.004469768247
551	0.9321719428	0.004466780085
552	0.9322549164	0.004462875497
553	0.9323272603	0.004458980099
554	0.9323685749	0.00445737747
555	0.9323791535	0.004456497291
556	0.9324042539	0.004455454034
557	0.9324554372	0.004452931687
558	0.9324829697	0.004451496593
559	0.9325029537	0.004450356754
560	0.9325341216	0.004449133378
561	0.9325446867	0.004448180942
562	0.9325922754	0.004446168017
563	0.9326426636	0.00444421342
564	0.9328592532	0.004433446594
565	0.9328876109	0.004432155881
566	0.9329489148	0.004426994637
567	0.9329778709	0.004425873249
568	0.9330302743	0.00442344991
569	0.9330934685	0.004420575758
570	0.9331225601	0.004419184119
571	0.9331768938	0.004414426209
572	0.9332025316	0.004413307695
573	0.9332234417	0.004411669722
574	0.9332831245	0.004408706454
575	0.9333264078	0.004406778207
576	0.9333823339	0.004404565592
577	0.933474866	0.004400847499
578	0.9334985669	0.004399833613
579	0.9335296971	0.004398435921
580	0.9337379717	0.004388967006
581	0.9337592325	0.004388160096
582	0.9338289151	0.004385350668
583	0.9338511537	0.004384284828
584	0.9338785131	0.004382688311
585	0.9339264098	0.004378482863
586	0.9339513316	0.004377338611
587	0.9339782012	0.00437503433
588	0.9340083225	0.004374185203
589	0.9340617912	0.004371752226
590	0.9341058646	0.004370081241
591	0.9341884994	0.00436671329
592	0.9342482196	0.004363621092
593	0.9342581605	0.004362656351
594	0.9342933397	0.004361453721
595	0.9343158138	0.004360921925
596	0.9343495816	0.004359350028
597	0.9344092668	0.004356643428
598	0.9344419302	0.004354978195
599	0.934541866	0.004350984879
600	0.9345739838	0.004349542601
601	0.9346709298	0.004345701848
602	0.9347301028	0.004342604444
603	0.9347352708	0.004342078642
604	0.9347668604	0.004339872373
605	0.9348191604	0.004337882566
606	0.9348505175	0.00433579837
607	0.9349344157	0.004332245829
608	0.9349563954	0.004330797396
609	0.9350371489	0.004327082557
610	0.9350540788	0.004326106056
611	0.9352856231	0.004309704911
612	0.9353704809	0.004306359211
613	0.9354067983	0.004305488711
614	0.9354289506	0.004304307212
615	0.9354668993	0.004302289146
616	0.9355353334	0.004299003807
617	0.935579985	0.004297333934
618	0.9357552096	0.004289838413
619	0.9358861607	0.004283515484
620	0.9359164531	0.004282304121
621	0.9359192482	0.004281977908
622	0.9359596826	0.004279501234
623	0.9360315238	0.004276688635
624	0.9360659406	0.004274522478
625	0.936160867	0.004270932318
626	0.9362078515	0.004269336337
627	0.9362399574	0.004267353169
628	0.9363189356	0.004264574954
629	0.9363501944	0.004262663104
630	0.9363944447	0.004261518379
631	0.9364634604	0.004259013019
632	0.9365240408	0.004257375989
633	0.9367054039	0.004249466145
634	0.9367566818	0.004248038614
635	0.9367829505	0.004247349747
636	0.9368222154	0.004245505663
637	0.9368698837	0.004243720903
638	0.9369101466	0.004241981315
639	0.9369394939	0.004240279694
640	0.9369989573	0.004237998706
641	0.9370543604	0.004236385224
642	0.9371529353	0.004232538216
643	0.9372265221	0.004230578171
644	0.9373864369	0.004223563627
645	0.937409619	0.004222776477
646	0.9374558346	0.004220941305
647	0.9376031424	0.004214551448
648	0.9376829956	0.004211923495
649	0.9377899512	0.004207010852
650	0.9378300744	0.004204993799
651	0.9379092398	0.004202410198
652	0.9379973834	0.00419918442
653	0.9380402329	0.004197764797
654	0.9380705855	0.004196579206
655	0.9380949074	0.004196068106
656	0.938116182	0.004194867675
657	0.9381497183	0.004193047026
658	0.9382342779	0.004189608448
659	0.938371173	0.004183046223
660	0.9385015582	0.004177297535
661	0.938523184	0.004176467974
662	0.9385575923	0.004174889638
663	0.9385962184	0.004173778919
664	0.9387038484	0.004168149885
665	0.9388896447	0.00415450817
666	0.9389440833	0.004153114693
667	0.938995611	0.004151757758
668	0.9390874159	0.00414690035
669	0.9392317209	0.00414226834
670	0.9393585828	0.00413816319
671	0.9394277036	0.004135798965
672	0.9394215778	0.004133345483
673	0.93946084	0.00413194385
674	0.9395144899	0.00413054615
675	0.939543358	0.004129154316
676	0.9396092436	0.004127477287
677	0.9396753294	0.004125253635
678	0.9397281812	0.004123701173
679	0.9398040443	0.004120621385
680	0.9399131023	0.004117052138
681	0.939940921	0.004115436435
682	0.9401134673	0.004107518161
683	0.9401357653	0.004106868447
684	0.9401383118	0.00410658279
685	0.9401807524	0.004104037517
686	0.9402052768	0.004103057244
687	0.9402589519	0.004101355082
688	0.9403417335	0.004097870295
689	0.9404014582	0.004096245155
690	0.9404547331	0.004094108674
691	0.9405394423	0.0040914255
692	0.9405449462	0.004090914189
693	0.940549861	0.004090201607
694	0.9405740753	0.004088883892
695	0.940622768	0.00408745213
696	0.940648969	0.004086223809
697	0.9406649091	0.004085272068
698	0.9406915359	0.00408461164
699	0.940720614	0.004083403069
700	0.9407547051	0.004082360294
701	0.940824094	0.004079993797
702	0.9408857338	0.004077735521
703	0.9409611872	0.004074600377
704	0.9410285646	0.004071986373
705	0.9410705782	0.004070184873
706	0.9410959881	0.004069422318
707	0.9411741146	0.004066577004
708	0.9411997928	0.004064949278
709	0.9412315027	0.004063564854
710	0.9412438313	0.004063144574
711	0.9414033845	0.004051398522
712	0.9414312664	0.004050138302
713	0.9414751689	0.004048432916
714	0.9415027466	0.004047277577
715	0.9415485441	0.004045130175
716	0.9416187839	0.004041527472
717	0.9416445417	0.00404074135
718	0.9416773429	0.004039579032
719	0.9417469293	0.004036754276
720	0.9417949659	0.004034690342
721	0.9418269162	0.004033579739
722	0.9419293418	0.004028954872
723	0.9419913858	0.004026803128
724	0.9420159319	0.004025533072
725	0.9420712225	0.00402291727
726	0.9421210396	0.004020829082
727	0.9421442247	0.00401979561
728	0.9421751792	0.004018300608
729	0.9422179859	0.004016855839
730	0.9422465584	0.004015692037
731	0.9422766962	0.004014335826
732	0.9422872223	0.004013949873
733	0.9423202753	0.004012940235
734	0.9423422845	0.004012237682
735	0.9423513997	0.004011878704
736	0.9423881545	0.004010240854
737	0.9424600142	0.004007864432
738	0.9424860012	0.004006617022
739	0.9425607566	0.004003952544
740	0.9426052168	0.004001428817
741	0.9426589258	0.00399956731
742	0.9427005109	0.003998275318
743	0.9427499537	0.003996383097
744	0.9427905484	0.003994516386
745	0.942837709	0.003992843169
746	0.9428457974	0.003992495475
747	0.9428666082	0.003991907731
748	0.942927942	0.003989281566
749	0.9429725416	0.003987495758
750	0.9430218647	0.003985528989
751	0.9430481197	0.003984337276
752	0.9430876321	0.003982560689
753	0.9431289238	0.003980786977
754	0.9431644301	0.003979596767
755	0.9432018616	0.003978173643
756	0.9432653198	0.003973090535
757	0.9432928983	0.003971771777
758	0.9433091915	0.003971109609
759	0.9433147459	0.003970856886
760	0.9433449556	0.003969426094
761	0.9434125796	0.003966478889
762	0.9434263927	0.003965786333
763	0.9434417819	0.003965166698
764	0.9434976749	0.0039625876
765	0.9435201264	0.003961527888
766	0.9435667636	0.003959804031
767	0.9435757542	0.003959247525
768	0.9435971035	0.003958184444
