variavel,importancia
amt_log,35.08903239713
category,24.04846003025731
hora_cos,12.13813066629427
idade,11.150382390478635
hora_sin,9.821692808174486
city_pop_log,2.678686726063097
gender,2.38470721030453
state,0.9313254543983744
distancia_km,0.750452190163551
dia_semana_sin,0.5128723174088514
dia_semana_cos,0.43875259577564857
fim_de_semana,0.05550521355126189
