precision,recall,threshold
0.006453076034966188,1.0,9.241480223060582e-07
0.006453109295673015,1.0,9.256253813832314e-07
0.006453142556722711,1.0,9.25938802749303e-07
0.006453175818115281,1.0,9.266812298101111e-07
0.006453209079850731,1.0,9.269780707921323e-07
0.0064532423419290654,1.0,9.283024941569275e-07
0.006453275604350291,1.0,9.283376626340995e-07
0.006453308867114412,1.0,9.286105585269351e-07
0.006453342130221434,1.0,9.286291689706663e-07
0.006453375393671363,1.0,9.291898065610382e-07
0.006453408657464202,1.0,9.312488672191251e-07
0.0064534419215999585,1.0,9.318988408460807e-07
0.006453475186078638,1.0,9.321667531786276e-07
0.0064535084509002435,1.0,9.328372925824985e-07
0.006453541716064783,1.0,9.330420748429098e-07
0.00645357498157226,1.0,9.333558591984534e-07
0.00645360824742268,1.0,9.352217214027315e-07
0.006453641513616049,1.0,9.357382983853524e-07
0.006453674780152373,1.0,9.360849020028458e-07
0.006453708047031655,1.0,9.365800038197125e-07
0.006453741314253902,1.0,9.369326876741554e-07
0.006453774581819119,1.0,9.370896720316769e-07
0.006453807849727311,1.0,9.373664661201551e-07
0.006453841117978484,1.0,9.389150389542992e-07
0.006453874386572642,1.0,9.40361957560413e-07
0.0064539076555097915,1.0,9.414697640522334e-07
0.006453940924789937,1.0,9.414811366989438e-07
0.006453974194413085,1.0,9.426220214798295e-07
0.00645400746437924,1.0,9.432614993631245e-07
0.006454040734688407,1.0,9.453249944163548e-07
0.006454074005340591,1.0,9.458892008069216e-07
0.0064541072763357995,1.0,9.470779566548111e-07
0.006454140547674035,1.0,9.473202154854046e-07
0.006454173819355305,1.0,9.473802014716533e-07
0.006454207091379612,1.0,9.481964662645502e-07
0.006454240363746965,1.0,9.497840780052994e-07
0.006454273636457367,1.0,9.510674167415994e-07
0.006454306909510823,1.0,9.52802373537801e-07
0.00645434018290734,1.0,9.535102945081574e-07
0.006454373456646922,1.0,9.5539350100588e-07
0.006454406730729575,1.0,9.557101353952665e-07
0.006454440005155304,1.0,9.56944260827729e-07
0.006454473279924114,1.0,9.57162757465871e-07
0.00645450655503601,1.0,9.59899305465708e-07
0.0064545398304909985,1.0,9.600645072600146e-07
0.006454573106289084,1.0,9.627494933928365e-07
0.006454606382430273,1.0,9.639266617406484e-07
0.006454639658914569,1.0,9.63970597895833e-07
0.006454672935741978,1.0,9.649030541871292e-07
0.0064547062129125055,1.0,9.649401216226298e-07
0.006454739490426157,1.0,9.656813801273583e-07
0.006454772768282937,1.0,9.674082482233142e-07
0.006454806046482853,1.0,9.676089965446543e-07
0.006454839325025907,1.0,9.68254705343439e-07
0.0064548726039121065,1.0,9.685884996965118e-07
0.006454905883141456,1.0,9.690864788942203e-07
0.006454939162713962,1.0,9.695390396546477e-07
0.006454972442629628,1.0,9.697359237726156e-07
0.006455005722888461,1.0,9.702142706880382e-07
0.006455039003490464,1.0,9.713752303203795e-07
0.006455072284435645,1.0,9.72370802158376e-07
0.0064551055657240085,1.0,9.726125777926316e-07
0.006455138847355558,1.0,9.735079415239816e-07
0.006455172129330302,1.0,9.746787278326884e-07
0.006455205411648243,1.0,9.752469708630558e-07
0.006455238694309387,1.0,9.777205376199034e-07
0.006455271977313741,1.0,9.782384773946288e-07
0.006455305260661308,1.0,9.784383596534941e-07
0.006455338544352094,1.0,9.792066739611239e-07
0.006455371828386105,1.0,9.828893031727227e-07
0.006455405112763346,1.0,9.833939326263203e-07
0.006455438397483823,1.0,9.83935427034878e-07
0.006455471682547539,1.0,9.843842411279102e-07
0.006455504967954502,1.0,9.850838062144563e-07
0.0064555382537047155,1.0,9.85247576017274e-07
0.006455571539798186,1.0,9.85307834902609e-07
0.006455604826234918,1.0,9.855329177066336e-07
0.006455638113014917,1.0,9.857351596617291e-07
0.006455671400138189,1.0,9.859347528048723e-07
0.0064557046876047375,1.0,9.86009389081479e-07
0.00645573797541457,1.0,9.878176629628584e-07
0.00645577126356769,1.0,9.879375273433365e-07
0.006455804552064104,1.0,9.879881178735801e-07
0.006455871130086835,1.0,9.89216831095768e-07
0.006455904419613161,1.0,9.894350112238296e-07
0.006455937709482803,1.0,9.91071962357135e-07
0.006455970999695765,1.0,9.913220691424608e-07
0.006456004290252052,1.0,9.919529934084446e-07
0.006456037581151671,1.0,9.92852346347746e-07
